Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
179326884,31205445,2,100502-4,253,Otolaryngology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Otolaryngology
179326904,31205445,2,100503-2,254,Pain medicine OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pain medicine
179326915,31205445,2,100504-0,255,Palliative care OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Palliative care
179326929,31205445,2,100505-7,256,Peds cardiology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric cardiology
179326940,31205445,2,100506-5,257,Peds dermatology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric dermatology
179326956,31205445,2,100507-3,258,Peds endocrinology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric endocrinology
179326966,31205445,2,100508-1,259,Peds gastroenterology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric gastroenterology
179326981,31205445,2,100509-9,260,Peds hem-onc OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric hematology-oncology
179326991,31205445,2,100510-7,261,Peds infect disease OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric infectious diseases
179327012,31205445,2,100511-5,262,Peds otolaryngology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric otolaryngology
179327025,31205445,2,100512-3,263,Peds pulmonology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric pulmonology
179327036,31205445,2,100513-1,264,Peds rheumatology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric rheumatology
179327049,31205445,2,100514-9,265,Peds surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric surgery
179327063,31205445,2,100515-6,266,Peds transpl hepato OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric transplant hepatology
179327075,31205445,2,100516-4,267,Peds urology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pediatric urology
179327087,31205445,2,100517-2,268,Pharmacogenomics OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pharmacogenomics
179581264,31205445,2,34132-1,269,Pharmacology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pharmacology
179327100,31205445,2,100518-0,270,PM+R OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Physical medicine and rehab
179327111,31205445,2,100519-8,271,PT OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Physical therapy
179327122,31205445,2,100520-6,272,Plastic surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Plastic surgery
179327133,31205445,2,100521-4,273,Podiatry OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Podiatry
179328967,31205445,2,100661-8,274,Psychiatric OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Psychiatry
179327157,31205445,2,100523-0,275,Psych OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Psychology
179327168,31205445,2,100524-8,276,Pulmonary disease OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Pulmonary disease
179327183,31205445,2,100525-5,277,Radiation Onc OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Radiation oncology
179327193,31205445,2,100526-3,278,Radiology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Radiology
179327204,31205445,2,100527-1,279,Rec therapy OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Recreational therapy
179327217,31205445,2,100528-9,280,REI OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Reproductive endocrinology and infertility
179327238,31205445,2,100529-7,281,Research OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Research
179327246,31205445,2,100530-5,282,Rheumatology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Rheumatology
179327266,31205445,2,100531-3,283,Sleep med OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Sleep medicine
179327278,31205445,2,100532-1,284,SW OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Social worker
179327294,31205445,2,100533-9,285,Solid Org Transplant OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Solid organ transplant
179327305,31205445,2,100534-7,286,Speech-lang path OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Speech-language pathology
179327319,31205445,2,100535-4,287,Spinal surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Spinal surgery
179327330,31205445,2,100536-2,288,Sports medicine OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Sports medicine
179327360,31205445,2,100537-0,289,Hand Surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Surgery of the hand
179327384,31205445,2,100539-6,290,Thromboemb OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Thromboembolism
179327396,31205445,2,100540-4,291,Transpl surg OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Transplant surgery
179327409,31205445,2,100541-2,292,Trauma OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Trauma
179327421,31205445,2,100542-0,293,Urology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Urology
179327432,31205445,2,100543-8,294,Vasc Neuro OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Vascular neurology
179327444,31205445,2,100544-6,295,Vascular surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Vascular surgery
179327467,31205445,2,100545-3,296,Wound care management OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Wound care management
179327476,31205445,2,100546-1,297,WOC OP Prog note,Progress note,Find,Pt,Outpatient,Doc,"Wound, ostomy, and continence care"
179327373,31205445,2,100538-8,298,Telehealth+Outpatient Prog note,Progress note,Find,Pt,Telehealth+Outpatient,Doc,{Role}
179328957,31205445,2,100660-0,299,Mat fetal med Phone+OP Prog note,Progress note,Find,Pt,Telephone encounter+Outpatient,Doc,Maternal and fetal medicine
179959498,31205445,2,75609-8,300,Birth defects OP Registry rpt,Registry report,Find,Pt,Outpatient,Doc,Birth defects
180039902,31205445,2,84091-8,301,Diabetology OP Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Outpatient,Doc,Diabetology
180041574,31205445,2,84209-6,302,Mental health OP Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Outpatient,Doc,Mental health
180042546,31205445,2,84290-6,303,Nutr+diet OP Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Outpatient,Doc,Nutrition and dietetics
180037063,31205445,2,83860-7,304,Podiatry OP Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Outpatient,Doc,Podiatry
180163922,31205445,2,97731-4,305,OP Stroke prevention note,Stroke prevention note,Find,Pt,Outpatient,Doc,{Role}
180150569,31205445,2,96345-4,306,OP Summary note,Summary note,Find,Pt,Outpatient,Doc,{Role}
179890644,31205445,2,67865-6,307,OP Supervisory note,Supervisory note,Find,Pt,Outpatient,Doc,{Role}
179581288,31205445,2,34134-7,308,Attend OP Supervisory note,Supervisory note,Find,Pt,Outpatient,Doc,Attending
179581300,31205445,2,34135-4,309,Cardio Attend OP Supervisory note,Supervisory note,Find,Pt,Outpatient,Doc,Cardiovascular disease.attending
179581324,31205445,2,34136-2,310,Gastroenterology Attend OP Supervis note,Supervisory note,Find,Pt,Outpatient,Doc,Gastroenterology.attending
179581334,31205445,2,34137-0,311,OP Operative note,Surgical operation note,Find,Pt,Outpatient,Doc,{Role}
180042301,31205445,2,84268-2,312,Nurse OP Operative note,Surgical operation note,Find,Pt,Outpatient,Doc,Nurse
180039051,31205445,2,84020-7,313,Surgery OP Operative note,Surgical operation note,Find,Pt,Outpatient,Doc,Surgery
180042304,31205445,2,84269-0,314,Nurse OP Triage note,Triage note,Find,Pt,Outpatient,Doc,Nurse
180167396,31205445,2,98145-6,315,OP Visit notification,Visit notification note,Find,Pt,Outpatient,Doc,{Role}
31205481,31205413,1,LP173056-5,9,Patient's home,,,,,,
180040977,31205481,2,84161-9,1,Pt's home Administrative note,Administrative note,Find,Pt,Patient's home,Doc,{Role}
180040988,31205481,2,84162-7,2,Pt's home Admit eval note,Admission evaluation note,Find,Pt,Patient's home,Doc,{Role}
180083308,31205481,2,88692-9,3,Primary care Pt's home Admit eval note,Admission evaluation note,Find,Pt,Patient's home,Doc,Primary care
180040438,31205481,2,84130-4,4,Primary care Pt's home Annual eval note,Annual evaluation note,Find,Pt,Patient's home,Doc,Primary care
180039119,31205481,2,84026-4,5,Team Pt's home Conf eval note,Conference note,Find,Pt,Patient's home,Doc,Team
180042431,31205481,2,84280-7,6,Nutr+diet Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Nutrition and dietetics
180043820,31205481,2,84394-6,7,OT Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Occupational therapy
180043371,31205481,2,84358-1,8,Palliative care Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Palliative care
180040450,31205481,2,84131-2,9,Primary care Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Primary care
180037738,31205481,2,83912-6,10,Pulmonary disease Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Pulmonary disease
180038091,31205481,2,83941-5,11,Resp therapy Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Respiratory therapy
180038327,31205481,2,83960-5,12,SW Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Social worker
180038760,31205481,2,83996-9,13,SCIM Pt's home Consult note,Consultation note,Find,Pt,Patient's home,Doc,Spinal cord injury medicine
180083321,31205481,2,88693-7,14,Pt's home D/C sum,Discharge summary note,Find,Pt,Patient's home,Doc,{Role}
180040462,31205481,2,84132-0,15,Primary care Pt's home D/C sum,Discharge summary note,Find,Pt,Patient's home,Doc,Primary care
180038329,31205481,2,83961-3,16,SW Pt's home D/C sum,Discharge summary note,Find,Pt,Patient's home,Doc,Social worker
180083333,31205481,2,88694-5,17,Pt's home Discharge teach note,Discharge teaching note,Find,Pt,Patient's home,Doc,{Role}
179580948,31205481,2,34107-3,18,Pt's home Educ note,Education note,Find,Pt,Patient's home,Doc,{Role}
180048616,31205481,2,85203-8,19,Pt's home H&P note,History and physical note,Find,Pt,Patient's home,Doc,{Role}
179581081,31205481,2,34118-0,20,Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,{Role}
180042113,31205481,2,84252-6,21,Nurse Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,Nurse
180042434,31205481,2,84281-5,22,Nutr+diet Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,Nutrition and dietetics
180043823,31205481,2,84395-3,23,OT Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,Occupational therapy
180042991,31205481,2,84330-0,24,PT Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,Physical therapy
180038350,31205481,2,83962-1,25,SW Pt's home Initial eval note,Initial evaluation note,Find,Pt,Patient's home,Doc,Social worker
180051658,31205481,2,85470-3,26,Pt's home Med mgmt note,Medication management note,Find,Pt,Patient's home,Doc,{Role}
180048116,31205481,2,85167-5,27,Pharmacology Pt's home Med mgmt note,Medication management note,Find,Pt,Patient's home,Doc,Pharmacology
180040475,31205481,2,84133-8,28,Primary care Pt's home Med mgmt note,Medication management note,Find,Pt,Patient's home,Doc,Primary care
179958397,31205481,2,75503-3,29,Pt's home Note,Note,Find,Pt,Patient's home,Doc,{Role}
180031675,31205481,2,83529-8,30,Cardiology Pt's home Note,Note,Find,Pt,Patient's home,Doc,Cardiovascular disease
180040178,31205481,2,84113-0,31,Geri med Pt's home Note,Note,Find,Pt,Patient's home,Doc,Geriatric medicine
180040999,31205481,2,84163-5,32,Interdiscip Pt's home Note,Note,Find,Pt,Patient's home,Doc,Interdisciplinary
180041213,31205481,2,84181-7,33,Kinesiotherapy Pt's home Note,Note,Find,Pt,Patient's home,Doc,Kinesiotherapy
180041443,31205481,2,84199-9,34,Mental health Pt's home Note,Note,Find,Pt,Patient's home,Doc,Mental health
179957700,31205481,2,75445-7,35,Multi-spec prog Pt's home Note,Note,Find,Pt,Patient's home,Doc,Multi-specialty program
180041700,31205481,2,84219-5,36,Nephrology Pt's home Note,Note,Find,Pt,Patient's home,Doc,Nephrology
180042093,31205481,2,84251-8,37,Nurse Pt's home Note,Note,Find,Pt,Patient's home,Doc,Nurse
180032056,31205481,2,83553-8,38,Nurse pract Pt's home Note,Note,Find,Pt,Patient's home,Doc,Nurse practitioner
180042454,31205481,2,84282-3,39,Nutr+diet Pt's home Note,Note,Find,Pt,Patient's home,Doc,Nutrition and dietetics
180043843,31205481,2,84396-1,40,OT Pt's home Note,Note,Find,Pt,Patient's home,Doc,Occupational therapy
180039471,31205481,2,84056-1,41,Ophthalmol Pt's home Note,Note,Find,Pt,Patient's home,Doc,Ophthalmology
180043520,31205481,2,84371-4,42,Orthotics prosthetics Pt's home Note,Note,Find,Pt,Patient's home,Doc,Orthotics prosthetics
180043348,31205481,2,84357-3,43,Palliative care Pt's home Note,Note,Find,Pt,Patient's home,Doc,Palliative care
180043196,31205481,2,84345-8,44,Pastoral Care Pt's home Note,Note,Find,Pt,Patient's home,Doc,Pastoral care
180048135,31205481,2,85168-3,45,Pharmacology Pt's home Note,Note,Find,Pt,Patient's home,Doc,Pharmacology
180034900,31205481,2,83716-1,46,PM+R Pt's home Note,Note,Find,Pt,Patient's home,Doc,Physical medicine and rehab
180042974,31205481,2,84329-2,47,PT Pt's home Note,Note,Find,Pt,Patient's home,Doc,Physical therapy
180036327,31205481,2,83801-1,48,MD Pt's home Note,Note,Find,Pt,Patient's home,Doc,Physician
180036475,31205481,2,83813-6,49,PA Pt's home Note,Note,Find,Pt,Patient's home,Doc,Physician assistant
180040487,31205481,2,84134-6,50,Primary care Pt's home Note,Note,Find,Pt,Patient's home,Doc,Primary care
180034733,31205481,2,83703-9,51,Primary care Attend Pt's home Note,Note,Find,Pt,Patient's home,Doc,Primary care.attending
180033245,31205481,2,83625-4,52,Primary care Nurse Pt's home Note,Note,Find,Pt,Patient's home,Doc,Primary care.nurse
180037603,31205481,2,83902-7,53,Psych Pt's home Note,Note,Find,Pt,Patient's home,Doc,Psychology
180037757,31205481,2,83913-4,54,Pulmonary disease Pt's home Note,Note,Find,Pt,Patient's home,Doc,Pulmonary disease
180038110,31205481,2,83942-3,55,Resp therapy Pt's home Note,Note,Find,Pt,Patient's home,Doc,Respiratory therapy
180038353,31205481,2,83963-9,56,SW Pt's home Note,Note,Find,Pt,Patient's home,Doc,Social worker
180038775,31205481,2,83997-7,57,SCIM Pt's home Note,Note,Find,Pt,Patient's home,Doc,Spinal cord injury medicine
180039131,31205481,2,84027-2,58,Team Pt's home Note,Note,Find,Pt,Patient's home,Doc,Team
180041022,31205481,2,84165-0,59,Pt's home Plan of care note,Plan of care note,Find,Pt,Patient's home,Doc,{Role}
180041013,31205481,2,84164-3,60,Interdiscip Pt's home Plan of care note,Plan of care note,Find,Pt,Patient's home,Doc,Interdisciplinary
180040518,31205481,2,84136-1,61,Primary care Pt's home Plan of care note,Plan of care note,Find,Pt,Patient's home,Doc,Primary care
180040501,31205481,2,84135-3,62,PC Interdiscip Pt home Plan of care note,Plan of care note,Find,Pt,Patient's home,Doc,Primary care.interdisciplinary
179581220,31205481,2,34129-7,63,Pt's home Prog note,Progress note,Find,Pt,Patient's home,Doc,{Role}
179581171,31205481,2,34125-5,64,Case Manager Pt's home Prog note,Progress note,Find,Pt,Patient's home,Doc,Case manager
180048640,31205481,2,85205-3,65,Pt's home Referral note,Referral note,Find,Pt,Patient's home,Doc,{Role}
180038376,31205481,2,83964-7,66,SW Pt's home Referral note,Referral note,Find,Pt,Patient's home,Doc,Social worker
180048619,31205481,2,85204-6,67,Pt's home Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Patient's home,Doc,{Role}
180042458,31205481,2,84283-1,68,Nutr+diet Pt home Risk assess+scrn note,Risk assessment and screening note,Find,Pt,Patient's home,Doc,Nutrition and dietetics
31205482,31205413,1,LP220237-4,10,Pharmacy,,,,,,
179943326,31205482,2,73709-8,1,PharmD Pharm Prescrip rqst,Prescription request,Find,Pt,Pharmacy,Doc,Pharmacist
31205483,31205413,1,LP248736-3,11,Recovery room,,,,,,
180055066,31205483,2,85849-8,1,Anesthesiology Recovery rm D/C sum,Discharge summary note,Find,Pt,Recovery room,Doc,Anesthesiology
180055428,31205483,2,85875-3,2,Nurse Recovery rm D/C sum,Discharge summary note,Find,Pt,Recovery room,Doc,Nurse
180055424,31205483,2,85874-6,3,Nurse Recovery rm Note,Note,Find,Pt,Recovery room,Doc,Nurse
31205484,31205413,1,LP173057-3,12,Rehabilitation hospital,,,,,,
31205485,31205413,1,LP173058-1,13,Telehealth,,,,,,
179332809,31205485,2,101057-8,1,Psychiatric Telehealth Admit eval note,Admission evaluation note,Find,Pt,Telehealth,Doc,Psychiatry
180048664,31205485,2,85208-7,2,Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,{Role}
180086289,31205485,2,89031-9,3,Hematology Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Hematology
180086309,31205485,2,89032-7,4,Nephrology Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Nephrology
180041853,31205485,2,84231-0,5,Neurology Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Neurology
180101453,31205485,2,90714-7,6,Pain medicine Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Pain medicine
180101465,31205485,2,90715-4,7,Palliative care Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Palliative care
180101419,31205485,2,90712-1,8,Sleep med Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Sleep medicine
180086311,31205485,2,89033-5,9,Urology Telehealth Consult note,Consultation note,Find,Pt,Telehealth,Doc,Urology
180154138,31205485,2,96739-8,10,Telehealth COVID-19 note,COVID-19 note,Find,Pt,Telehealth,Doc,{Role}
180048662,31205485,2,85207-9,11,Telehealth Educ note,Education note,Find,Pt,Telehealth,Doc,{Role}
180048642,31205485,2,85206-1,12,Telehealth Initial eval note,Initial evaluation note,Find,Pt,Telehealth,Doc,{Role}
180041873,31205485,2,84233-6,13,Neurology Telehealth Initial eval note,Initial evaluation note,Find,Pt,Telehealth,Doc,Neurology
180134905,31205485,2,94595-6,14,Pharmacology Telehealth Med mgmt note,Medication management note,Find,Pt,Telehealth,Doc,Pharmacology
179958313,31205485,2,75496-0,15,Telehealth Note,Note,Find,Pt,Telehealth,Doc,{Role}
180094475,31205485,2,89887-4,16,Adolescent med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Adolescent medicine
180136285,31205485,2,94725-9,17,Aerodigestive med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Aerodigestive medicine
180094572,31205485,2,89895-7,18,Allergy+Immunology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Allergy+Immunology
180136777,31205485,2,94771-3,19,Anesthesiology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Anesthesiology
180136780,31205485,2,94772-1,20,Bld Bnk+Trans Med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Blood banking and transfusion medicine
180145586,31205485,2,95804-1,21,Breastfeeding Telehealth Note,Note,Find,Pt,Telehealth,Doc,Breastfeeding
180136799,31205485,2,94773-9,22,Burn Telehealth Note,Note,Find,Pt,Telehealth,Doc,Burn management
180136802,31205485,2,94774-7,23,Cardiac surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Cardiac surgery
180058704,31205485,2,86208-6,24,Cardiology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Cardiovascular disease
180142228,31205485,2,95407-3,25,Cardio+Pulm disease Telehealth Note,Note,Find,Pt,Telehealth,Doc,Cardiovascular disease+Pulmonary disease
180150415,31205485,2,96332-2,26,Case Manager Telehealth Note,Note,Find,Pt,Telehealth,Doc,Case manager
180136303,31205485,2,94726-7,27,Cleft+Craniofacial Telehealth Note,Note,Find,Pt,Telehealth,Doc,Cleft and Craniofacial
180094550,31205485,2,89893-2,28,Clinical genetics Telehealth Note,Note,Find,Pt,Telehealth,Doc,Clinical genetics
180136953,31205485,2,94788-7,29,Clin Path Telehealth Note,Note,Find,Pt,Telehealth,Doc,Clinical pathology
180136822,31205485,2,94775-4,30,CCM Telehealth Note,Note,Find,Pt,Telehealth,Doc,Critical Care Medicine
180136825,31205485,2,94776-2,31,Dentistry Telehealth Note,Note,Find,Pt,Telehealth,Doc,Dentistry
180136842,31205485,2,94777-0,32,Dermatology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Dermatology
180094593,31205485,2,89896-5,33,Develop-behav peds Telehealth Note,Note,Find,Pt,Telehealth,Doc,Developmental-behavioral pediatrics
180094518,31205485,2,89890-8,34,Diabetology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Diabetology
180162002,31205485,2,97569-8,35,Eating disorders Telehealth Note,Note,Find,Pt,Telehealth,Doc,Eating disorders
180094423,31205485,2,89883-3,36,Emergency med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Emergency medicine
180094530,31205485,2,89891-6,37,Endocrinology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Endocrinology
180136845,31205485,2,94778-8,38,Ethics Telehealth Note,Note,Find,Pt,Telehealth,Doc,Ethics
180136862,31205485,2,94779-6,39,Fam Med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Family medicine
180136865,31205485,2,94780-4,40,Gastroenterology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Gastroenterology
180136882,31205485,2,94781-2,41,General medicine Telehealth Note,Note,Find,Pt,Telehealth,Doc,General medicine
180136904,31205485,2,94783-8,42,Geri med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Geriatric medicine
180136907,31205485,2,94784-6,43,Gyn Onc Telehealth Note,Note,Find,Pt,Telehealth,Doc,Gynecologic oncology
180094603,31205485,2,89897-3,44,Gynecology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Gynecology
180136927,31205485,2,94785-3,45,Navigator Telehealth Note,Note,Find,Pt,Telehealth,Doc,Healthcare navigator
180136930,31205485,2,94786-1,46,Hematology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Hematology
180094438,31205485,2,89884-1,47,HemOnc Telehealth Note,Note,Find,Pt,Telehealth,Doc,Hematology+Medical oncology
180120054,31205485,2,92913-3,48,Immunology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Immunology
180094538,31205485,2,89892-4,49,Infectious disease Telehealth Note,Note,Find,Pt,Telehealth,Doc,Infectious disease
180142972,31205485,2,95520-3,50,Integrative medicine Telehealth Note,Note,Find,Pt,Telehealth,Doc,Integrative medicine
180136949,31205485,2,94787-9,51,IR Telehealth Note,Note,Find,Pt,Telehealth,Doc,Interventional radiology
180136972,31205485,2,94789-5,52,Mat fetal med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Maternal and fetal medicine
180041655,31205485,2,84215-3,53,Mental health Telehealth Note,Note,Find,Pt,Telehealth,Doc,Mental health
180055596,31205485,2,85888-6,54,Multi-spec prog Telehealth Note,Note,Find,Pt,Telehealth,Doc,Multi-specialty program
180094558,31205485,2,89894-0,55,Neo peri med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Neonatal perinatal medicine
180094614,31205485,2,89898-1,56,Nephrology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Nephrology
180134896,31205485,2,94594-9,57,Neuro surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Neurological surgery
180041856,31205485,2,84232-8,58,Neurology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Neurology
180042366,31205485,2,84274-0,59,Nurse Telehealth Note,Note,Find,Pt,Telehealth,Doc,Nurse
180136983,31205485,2,94790-3,60,Nutr+diet Telehealth Note,Note,Find,Pt,Telehealth,Doc,Nutrition and dietetics
180136992,31205485,2,94791-1,61,OT Telehealth Note,Note,Find,Pt,Telehealth,Doc,Occupational therapy
180137002,31205485,2,94792-9,62,Oncology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Oncology
180137023,31205485,2,94794-5,63,Ophthalmol Telehealth Note,Note,Find,Pt,Telehealth,Doc,Ophthalmology
180094624,31205485,2,89899-9,64,Orthopaedic surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Orthopaedic surgery
180094661,31205485,2,89902-1,65,Otolaryngology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Otolaryngology
180094451,31205485,2,89885-8,66,Pain medicine Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pain medicine
180094466,31205485,2,89886-6,67,Palliative care Telehealth Note,Note,Find,Pt,Telehealth,Doc,Palliative care
180137033,31205485,2,94795-2,68,Pastoral Care Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pastoral care
180094498,31205485,2,89888-2,69,Peds Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pediatrics
180095669,31205485,2,90008-4,70,Pharmacogenomics Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pharmacogenomics
180137046,31205485,2,94796-0,71,Pharmacology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pharmacology
180094509,31205485,2,89889-0,72,PM+R Telehealth Note,Note,Find,Pt,Telehealth,Doc,Physical medicine and rehab
180178620,31205485,2,99479-8,73,PT Telehealth Note,Note,Find,Pt,Telehealth,Doc,Physical therapy
180137065,31205485,2,94797-8,74,Plastic surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Plastic surgery
180101479,31205485,2,90716-2,75,Psychiatric Telehealth Note,Note,Find,Pt,Telehealth,Doc,Psychiatry
180137068,31205485,2,94798-6,76,Psych Telehealth Note,Note,Find,Pt,Telehealth,Doc,Psychology
180136281,31205485,2,94724-2,77,Pulmonary disease Telehealth Note,Note,Find,Pt,Telehealth,Doc,Pulmonary disease
180137089,31205485,2,94799-4,78,Radiation Onc Telehealth Note,Note,Find,Pt,Telehealth,Doc,Radiation oncology
180137107,31205485,2,94800-0,79,Rapid response team Telehealth Note,Note,Find,Pt,Telehealth,Doc,Rapid response team
180137110,31205485,2,94801-8,80,Rec therapy Telehealth Note,Note,Find,Pt,Telehealth,Doc,Recreational therapy
180137126,31205485,2,94802-6,81,Resp therapy Telehealth Note,Note,Find,Pt,Telehealth,Doc,Respiratory therapy
180094635,31205485,2,89900-5,82,Rheumatology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Rheumatology
180101435,31205485,2,90713-9,83,Sleep med Telehealth Note,Note,Find,Pt,Telehealth,Doc,Sleep medicine
180108342,31205485,2,91531-4,84,SW Telehealth Note,Note,Find,Pt,Telehealth,Doc,Social worker
180137132,31205485,2,94803-4,85,Speech-lang path Telehealth Note,Note,Find,Pt,Telehealth,Doc,Speech-language pathology
180038929,31205485,2,84009-0,86,SCIM Telehealth Note,Note,Find,Pt,Telehealth,Doc,Spinal cord injury medicine
180094645,31205485,2,89901-3,87,Sports medicine Telehealth Note,Note,Find,Pt,Telehealth,Doc,Sports medicine
180136885,31205485,2,94782-0,88,Surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Surgery
180137150,31205485,2,94804-2,89,Trauma Telehealth Note,Note,Find,Pt,Telehealth,Doc,Trauma
180094668,31205485,2,89903-9,90,Urology Telehealth Note,Note,Find,Pt,Telehealth,Doc,Urology
180137166,31205485,2,94805-9,91,Vascular surgery Telehealth Note,Note,Find,Pt,Telehealth,Doc,Vascular surgery
180137012,31205485,2,94793-7,92,Wound care management Telehealth Note,Note,Find,Pt,Telehealth,Doc,Wound care management
180136760,31205485,2,94770-5,93,WOC Telehealth Note,Note,Find,Pt,Telehealth,Doc,"Wound, ostomy, and continence care"
180039637,31205485,2,84070-2,94,Mult-spec prg Telehlth Plan of care note,Plan of care note,Find,Pt,Telehealth,Doc,Multi-specialty program
